id,(Intercept),Study_GroupTerrestrial_Soil
Pedomicrobium,0.28525905700384463,-2.3851529993718863
Pedosphaeraceae,0.08392991237309111,1.7800214698598222
Phaselicystis,0.01763839964091584,-0.2028495122929974
Phenylobacterium,0.9432512942013623,-1.913312155400527
Phreatobacter,2.804146384457679,-5.008012403909713
Pirellula,0.008994147453423628,0.7888343173625292
Pla1_lineage,-0.007909243765708802,-0.6913318066116931
Pla4_lineage,-0.007909243765708802,-0.5027262691495766
Polycyclovorans,-0.007909243765708762,-0.18061094241575049
Prevotella,0.26304826195764963,-2.357053052542872
Procabacter,3.483166575727895,-5.687032595179927
Pseudolabrys,4.1085082618087805,-1.14270278826247
Pseudomonas,5.373344384922446,-4.112089230827127
Pseudonocardia,0.09563949641521337,-1.2764218921043966
Puia,5.663161166169235,-7.867027185621269
RB41,-0.007909243765708802,1.5394296936418113
RBG-13-54-9,-0.00790924376570896,2.439765704676465
RCP2-54,-0.00790924376570896,1.8160300669819147
Ralstonia,5.413538688940879,-4.667276233963113
Ramlibacter,-0.007909243765708802,0.7154727114225903
Reyranella,4.314949910724152,-1.5103817444774186
Rhodanobacter,0.04355604977540153,4.602401812546185
Rhodanobacteraceae,-0.007909243765708724,1.3386816394081187
Rokubacteriales,-0.00790924376570912,3.5427911483566596
Roseiarcus,-0.007909243765708882,0.186220314723057
Roseisolibacter,0.03023274932706997,0.7359459964936828
S-BQ2-57_soil_group,-0.007909243765708762,-0.6586294449586401
S0134_terrestrial_group,-0.00790924376570896,0.9212415327984016
S085,-0.00790924376570912,1.6070542280891247
SC-I-84,-0.00790924376570896,4.730480871238851
SJA-15,-0.007909243765708802,-0.090379002390093
SM1A02,-0.00790924376570896,0.7440270188397875
SM2D12,-0.007909243765708802,0.18246729183459154
SWB02,-0.007909243765708882,0.6811042503272562
Saccharimonadales,-0.00790924376570912,2.0957976100026334
Sandaracinus,-0.007909243765708762,-0.6365086613222948
Sediminibacterium,1.2063964032394168,-3.225818449985754
Sericytochromatia,-0.007909243765708684,-0.4521212109369057
Sh765B-TzT-35,-0.00790924376570896,1.3782785863246927
Singulisphaera,2.464786629674473,-4.668652649126507
Solirubrobacter,0.07588166477206627,0.40360114293917837
Sphingomonas,7.3713300430176565,-5.991945821871761
Spirochaeta,-0.007909243765708762,-0.4241487764570222
Spirosoma,3.302319403653688,-5.436870705049727
Sporichthya,0.7749668788094416,-2.9788328982614756
Staphylococcus,2.201204892401792,-4.238460686345066
Stenotrophomonas,0.10476135232550583,-0.2867633237222209
Steroidobacter,0.017638399640915722,0.6880939827206904
Streptococcus,1.0858123986651325,-2.7145346616613297
Streptomyces,0.04226169957244416,3.2637837473088096
Subgroup_10,-0.007909243765708882,1.6789436124471
Subgroup_11,-0.007909243765708684,-0.09506827239180193
